handle,tag,depth,seed,type,language,language_default_policy,lang_confidence,n_msgs,n_posts,n_text_msgs,n_forward_msgs,median_views,subscribers,modal_hour_utc
interesnaya_koreya,ru,2,False,channel,ru,ru,1.0,5,5,5,3,5679,8502,5
interesnoe_v_krymy,ru,2,False,empty,unknown,unknown,0.0,0,0,0,0,,668,
interesnosmolensk,ru,2,False,channel,ru,ru,0.991,69,67,62,10,214,373,9
interestpiter,ru,2,False,channel,ru,ru,0.971,806,312,309,211,1595,9843,9
interfax_az,ru,2,False,empty,unknown,unknown,0.0,0,0,0,0,,11,
interfaxonline,ru,2,False,channel,ru,ru,0.991,786,695,695,74,7619,51724,16
internetstrategists,ru,2,False,channel,ru,ru,1.0,4,4,3,2,675,535,7
intervalsfest,ru,2,False,channel,ru,ru,1.0,1,1,1,0,8423,16479,13
invest_lawyer,ru,2,False,channel,ru,ru,1.0,17,17,17,1,6908,8787,11
investingcorp,ru,2,False,channel,ru,ru,1.0,445,413,413,1,40930,253051,11
investinsamara,ru,2,False,channel,ru,ru,1.0,36,24,22,0,131,753,8
iprupru,ru,2,False,channel,ru,ru,1.0,49,10,10,0,1787,927,13
ipteshler,ru,2,False,channel,ru,ru,0.984,321,253,198,71,552,7015,19
iptpu,ru,2,False,channel,ru,ru,1.0,1,1,1,0,357,410,9
iranist1,ru,2,False,channel,ru,ru,1.0,336,220,220,13,2613,25413,19
ircity_ru,ru,2,False,channel,ru,ru,1.0,669,539,530,17,2385,19607,1
irekmurtazin,ru,2,False,channel,ru,ru,1.0,43,43,42,0,312,1779,11
irina_andruh,ru,2,False,channel,ru,ru,1.0,632,492,467,514,114,186,13
irina_milash,ru,2,False,empty,unknown,unknown,0.0,0,0,0,0,,,
irina_project_sam,ru,2,False,empty,unknown,unknown,0.0,0,0,0,0,,,
irinaanatol,ru,2,False,empty,unknown,unknown,0.0,0,0,0,0,,,
irinaborovova,ru,2,False,channel,ru,ru,1.0,102,70,65,24,176,585,18
irinapetrakova,ru,2,False,channel,ru,ru,0.997,899,719,678,307,930,1997,19
irinkaustinova,ru,2,False,empty,unknown,unknown,0.0,0,0,0,0,,,
irirussia,ru,2,False,channel,ru,ru,1.0,85,52,49,0,1845,14655,10
irizka_ru,ru,2,False,channel,ru,ru,0.994,115,109,108,5,970,2392,17
irk38mchs,ru,2,False,channel,ru,ru,0.991,302,194,188,26,3974,12236,2
irk_24,ru,2,False,channel,ru,ru,1.0,457,403,395,161,1469,9299,7
irkblog,ru,2,False,channel,ru,ru,1.0,50,23,21,0,2708,5956,14
irkdrin,ru,2,False,channel,ru,ru,1.0,20,20,20,0,1106,1238,6
irkdtp,ru,2,False,channel,ru,ru,0.994,862,600,590,68,7997,63379,3
irkkp,ru,2,False,channel,ru,ru,1.0,302,248,233,31,672,4786,9
irkpolicy,ru,2,False,channel,ru,ru,0.997,556,449,441,267,2001,11913,2
irkru,ru,2,False,channel,ru,ru,1.0,325,242,237,25,3994,22139,2
irktlgr,ru,2,False,channel,ru,ru,0.994,171,73,71,2,3013,3798,10
irkutsk1_bot,ru,2,False,empty,unknown,unknown,0.0,0,0,0,0,,,
irkutskcorruption,ru,2,False,channel,ru,ru,1.0,40,39,38,6,3000,4477,4
irkutskmedianews,ru,2,False,channel,ru,ru,1.0,1507,1499,1499,17,98,557,4
irna_1313,ru,2,False,channel,fa,fa,1.0,4999,3366,3319,133,2300,146770,11
iron_airan,ru,2,False,channel,ru,ru,1.0,42,25,25,39,1401,1254,10
iron_feliks,ru,2,False,channel,ru,ru,1.0,60,53,53,1,8544,99649,9
ironzek,ru,2,False,channel,ru,ru,1.0,5,5,5,4,10257,5754,19
irozysk,ru,2,False,channel,ru,ru,0.99,134,128,121,41,4510,46578,12
irreexpo,ru,2,False,channel,ru,ru,1.0,42,34,30,0,1077,855,12
irttek_ru,ru,2,False,channel,ru,ru,1.0,52,52,49,6,3609,4869,7
irynadmytrivna,ru,2,False,channel,uk,uk,1.0,523,487,444,290,2934,8387,17
irystontv,ru,2,False,channel,ru,ru,1.0,679,591,521,25,578,10492,14
is_good_angel,ru,2,False,channel,ru,ru,1.0,196,95,89,34,680,2722,8
isaevich_alexander,ru,2,False,channel,ru,ru,1.0,19,19,11,0,7677,22992,12
isaevmixail,ru,2,False,empty,unknown,unknown,0.0,0,0,0,0,,107,
isglazkova,ru,2,False,channel,ru,ru,1.0,151,34,32,0,1662,1120,7
ishepin,ru,2,False,channel,ru,ru,1.0,202,87,69,1,272,968,18
ishimbesh,ru,2,False,channel,ru,ru,1.0,95,82,82,10,96,123,8
ishutov_news,ru,2,False,channel,ru,ru,0.994,151,91,91,0,2034,15947,16
iskrafootball,ru,2,False,channel,ru,ru,1.0,47,10,7,0,1029,2646,7
islamiccapital,ru,2,False,channel,ru,ru,1.0,94,75,75,9,1437,4194,8
islamovdv,ru,2,False,channel,ru,ru,1.0,24,16,14,14,172,258,12
ispirr,ru,2,False,channel,ru,ru,1.0,4,4,4,2,122,182,12
ispovedglob,ru,2,False,channel,ru,ru,1.0,144,131,129,9,276,228,5
ispsystem_ru,ru,2,False,channel,ru,ru,1.0,43,30,29,0,348,1242,5
israel_9,ru,2,False,empty,unknown,unknown,0.0,0,0,0,0,,145957,
israel_ru,ru,2,False,channel,ru,ru,1.0,40,33,33,17,1542,20232,4
israelblogru,ru,2,False,channel,ru,ru,1.0,232,210,125,5,87,806,9
israelinrussian,ru,2,False,channel,ru,ru,0.994,200,162,160,42,7904,47553,13
israelsecurity,ru,2,False,channel,ru,ru,0.997,522,486,476,17,337,29634,18
israeltodays,ru,2,False,channel,ru,ru,1.0,31,31,27,1,7707,18233,8
israelvoice,ru,2,False,channel,ru,ru,1.0,43,43,43,0,2259,24946,8
israjobs,ru,2,False,channel,ru,en,0.952,74,74,73,59,2196,12845,14
ist_nap,ru,2,False,channel,ru,ru,1.0,33,33,33,0,7907,24795,10
istina_in_text,ru,2,False,channel,ru,ru,0.99,55,55,52,5,819,458,11
istochnikonline,ru,2,False,channel,ru,ru,1.0,253,230,227,19,944,10296,6
istochnikvkomi,ru,2,False,channel,ru,ru,1.0,37,21,17,5,89,402,14
istoria_literatura,ru,2,False,empty,unknown,unknown,0.0,0,0,0,0,,66,
istoriasi,ru,2,False,channel,ru,ru,1.0,231,122,119,228,96,490,13
istoricprovincial,ru,2,False,channel,ru,ru,0.997,111,109,107,41,83,559,7
istorijaoruzijaz,ru,2,False,channel,ru,ru,1.0,2111,1822,1803,175,47448,56466,9
istorikmod,ru,2,False,channel,ru,ru,0.997,459,149,134,1,4777,25973,7
istorium_net,ru,2,False,channel,ru,ru,0.997,126,123,93,0,2429,5412,10
iswnews_ar,ru,2,False,channel,ar,ar,1.0,1099,1039,1039,0,88,610,19
iswnews_az,ru,2,False,channel,tr,tr,0.997,1087,796,784,15,2036,3366,13
iswnews_ku,ru,2,False,channel,fa,fa,0.991,210,196,195,0,37,143,10
iswnews_ru,ru,2,False,channel,ru,ru,1.0,424,338,329,32,249,1556,20
iswnews_ur,ru,2,False,empty,unknown,unknown,0.0,0,0,0,0,,56,
iswnewsmaps,ru,2,False,empty,unknown,unknown,0.0,0,0,0,0,,1525,
isyza_isyza,ru,2,False,empty,unknown,unknown,0.0,0,0,0,0,,,
it0chka,ru,2,False,channel,ru,ru,1.0,596,481,480,6,688,498,7
it_today_ru,ru,2,False,channel,ru,ru,1.0,160,152,148,11,235,3844,11
itsmoretv,ru,2,False,channel,ru,ru,0.994,141,82,81,0,4341,5200,10
itsmycity,ru,2,False,channel,ru,ru,0.997,552,330,329,2,7045,25430,9
iturupnews,ru,2,False,channel,ru,ru,1.0,330,188,134,137,900,3014,21
itvbia,ru,2,False,channel,ru,ru,1.0,534,514,55,90,5220,32953,14
ityaesthcs,ru,2,False,empty,unknown,unknown,0.0,0,0,0,0,,1,
ivan4pointru,ru,2,False,channel,ru,ru,0.997,366,279,253,130,3351,11526,21
ivan_lizan,ru,2,False,channel,ru,ru,1.0,53,50,48,7,2065,4478,12
ivan_preobraz,ru,2,False,channel,ru,ru,1.0,133,115,114,38,4013,9835,11
ivan_sergeevich_prikhodko,ru,2,False,empty,unknown,unknown,0.0,0,0,0,0,,996,
ivandidenko_razbor,ru,2,False,channel,ru,ru,1.0,9,9,9,0,5419,5142,10
ivankvitka72,ru,2,False,channel,ru,ru,1.0,43,21,21,0,241,1002,8
ivanov_zapravdu,ru,2,False,channel,ru,ru,0.99,22,22,22,6,82,34,9
ivanovnamd,ru,2,False,channel,ru,ru,1.0,133,116,115,19,2204,3881,11
ivanovoline,ru,2,False,channel,ru,ru,1.0,98,92,92,0,164,31973,13
ivanovopolitika,ru,2,False,empty,unknown,unknown,0.0,0,0,0,0,,47,
ivansukharevgd,ru,2,False,channel,ru,ru,1.0,38,17,17,0,156,2338,5
ivanvolonikhin,ru,2,False,channel,ru,ru,1.0,37,31,30,32,36,277,22
ivbgru,ru,2,False,channel,ru,ru,1.0,883,754,742,11,733,5183,7
ivkochetkov,ru,2,False,empty,unknown,unknown,0.0,0,0,0,0,,,
ivory_tower_bot,ru,2,False,empty,unknown,unknown,0.0,0,0,0,0,,,
ivoryzoo,ru,2,False,channel,ru,ru,0.997,118,117,110,2,6442,30873,11
ivritclub,ru,2,False,channel,ru,ru,0.969,61,59,57,15,3162,16256,6
ivshatrov,ru,2,False,channel,ru,ru,0.994,1106,1106,1089,999,128,6491,11
iwgrenade,ru,2,False,channel,ru,ru,1.0,121,103,99,96,27,158,14
iz_pod_stolika,ru,2,False,channel,ru,ru,1.0,36,36,34,7,4554,2755,15
izba_sorry,ru,2,False,channel,ru,ru,0.997,71,71,70,0,2974,4006,15
izberbashinfo,ru,2,False,channel,ru,ru,1.0,158,88,78,93,81,1352,12
izbircompskov,ru,2,False,channel,ru,ru,1.0,55,32,30,5,773,1435,12
izbirkom_03,ru,2,False,channel,ru,ru,1.0,18,7,7,0,1121,891,9
izborsk,ru,2,False,channel,ru,ru,1.0,19,19,19,10,2841,3837,8
izdergki_time,ru,2,False,channel,ru,ru,0.984,313,312,308,0,171,216,8
izostat,ru,2,False,channel,ru,ru,1.0,24,24,24,0,2413,5232,9
izvestia73,ru,2,False,channel,ru,ru,1.0,1179,989,971,1044,289,2967,7
izvestnose,ru,2,False,empty,unknown,unknown,0.0,0,0,0,0,,222,
izvmor,ru,2,False,channel,ru,ru,1.0,401,275,268,140,1602,8178,7
jabckomemes,ru,2,False,channel,ru,ru,0.977,659,658,56,2,1241,8628,13
jangoz_bot,ru,2,False,empty,unknown,unknown,0.0,0,0,0,0,,,
janvoshkov,ru,2,False,channel,ru,ru,1.0,19,18,14,0,10268,1645,6
japanobserver,ru,2,False,channel,ru,ru,1.0,4,4,4,1,4034,3276,0
jeleznyak_official,ru,2,False,empty,unknown,unknown,0.0,0,0,0,0,,10121,
jelezobetonniyzames,ru,2,False,channel,ru,ru,1.0,239,155,152,0,24281,69131,8
jeneva66,ru,2,False,empty,unknown,unknown,0.0,0,0,0,0,,,
jerdeshmoskva,ru,2,False,empty,unknown,unknown,0.0,0,0,0,0,,50014,
jestem_katerina,ru,2,False,channel,ru,ru,0.925,107,78,67,13,994,2286,1
jimmyneiron,ru,2,False,channel,ru,ru,1.0,327,50,48,2,9668,14381,12
jnb_news,ru,2,False,empty,unknown,unknown,0.0,0,0,0,0,,1113,
job_is_done62,ru,2,False,channel,ru,ru,1.0,1,1,1,0,20794,890,12
jobtechnomoscow,ru,2,False,channel,ru,ru,1.0,15,9,8,0,710,2157,11
joker_ukr,ru,2,False,empty,unknown,unknown,0.0,0,0,0,0,,480,
jokerbaku,ru,2,False,channel,ru,ru,0.988,155,151,151,10,2747,8234,18
journalbd,ru,2,False,channel,ru,ru,1.0,1988,1569,1563,2,3481,6157,7
journalists_kk,ru,2,False,channel,ru,ru,1.0,89,49,47,42,243,1100,15
jpriddbot,ru,2,False,empty,unknown,unknown,0.0,0,0,0,0,,,
jukov_online,ru,2,False,channel,ru,ru,0.997,321,304,300,183,2276,6200,10
juliamenshovajulia,ru,2,False,channel,ru,ru,0.994,240,181,167,48,146344,362534,6
juliamuurrr,ru,2,False,empty,unknown,unknown,0.0,0,0,0,0,,,
jurnko,ru,2,False,channel,uk,uk,0.997,662,373,359,171,31340,35837,16
justicepoet,ru,2,False,channel,ru,ru,1.0,2,2,2,0,1596,794,18
jvkhk1,ru,2,False,channel,ru,ru,1.0,33,20,20,4,885,839,17
k24tv_bot,ru,2,False,empty,unknown,unknown,0.0,0,0,0,0,,,
k_online24,ru,2,False,empty,unknown,unknown,0.0,0,0,0,0,,79,
kaagranovich,ru,2,False,channel,ru,ru,0.994,148,137,136,50,23835,36493,17
kabanovkv,ru,2,False,channel,ru,ru,1.0,55,55,55,2,2083,52181,8
kabul_tashkent,ru,2,False,channel,ru,ru,1.0,66,66,65,10,402,263,17
kadyrov_95,ru,2,False,empty,unknown,unknown,0.0,0,0,0,0,,6041,
kagarlitsky,ru,2,False,channel,ru,ru,1.0,12,12,12,0,56138,14990,7
kagranovich,ru,2,False,empty,unknown,unknown,0.0,0,0,0,0,,5,
kaimmedkoll,ru,2,False,channel,ru,ru,1.0,10,10,9,1,1386,1617,7
kak_polozeno,ru,2,False,channel,ru,ru,0.991,198,190,190,32,200,616,15
kak_tuda_popast_bot,ru,2,False,empty,unknown,unknown,0.0,0,0,0,0,,,
kakotdyhaesh,ru,2,False,channel,ru,ru,1.0,110,39,38,1,480,3115,13
kakovo_otar,ru,2,False,channel,ru,ru,0.994,112,112,97,0,12702,40618,11
kaktovottak,ru,2,False,empty,unknown,unknown,0.0,0,0,0,0,,28791,
kaktovottakvsizo,ru,2,False,channel,ru,ru,1.0,4,4,4,0,306895,74,9
kaktudapopast,ru,2,False,channel,ru,ru,1.0,25,11,10,0,29972,53253,16
kaktus_mediakg,ru,2,False,channel,ru,ru,0.997,268,231,226,0,14607,69705,6
kakvkinoclub,ru,2,False,channel,ru,ru,1.0,34,10,10,0,93,98,13
kalashnikovnews,ru,2,False,channel,ru,ru,1.0,29,24,22,8,4352,18094,11
kaliningradru,ru,2,False,channel,ru,ru,1.0,216,114,113,20,8270,26878,16
kalininrus,ru,2,False,channel,ru,ru,1.0,574,390,381,427,23,1527,7
kalinov_official,ru,2,False,channel,ru,ru,1.0,8,8,7,0,3107,2697,21
kaliyugasolenero,ru,2,False,empty,unknown,unknown,0.0,0,0,0,0,,850,
kalmgame08,ru,2,False,channel,unknown,ru,0.0,38,26,25,38,1319,963,11
kalmnovosti,ru,2,False,channel,ru,ru,1.0,228,217,214,5,1839,11401,11
kalmykia_tlgrm,ru,2,False,channel,ru,ru,1.0,198,74,73,195,267,724,15
kaluginlaw,ru,2,False,channel,ru,ru,1.0,5,5,5,3,419,16288,18
kaluginprofit,ru,2,False,channel,ru,ru,1.0,1021,962,940,973,355,5404,17
kaluzhskaya,ru,2,False,channel,ru,ru,1.0,52,46,46,32,5050,4285,9
kamaz_oficial,ru,2,False,empty,unknown,unknown,0.0,0,0,0,0,,83,
kamchatka01bot,ru,2,False,empty,unknown,unknown,0.0,0,0,0,0,,,
kamchatkasvoiz,ru,2,False,channel,ru,ru,1.0,145,105,104,0,1216,1219,9
kamchatrip,ru,2,False,channel,ru,ru,1.0,13,13,13,1,471,305,7
kamchatskiysever,ru,2,False,channel,ru,ru,1.0,91,58,43,16,513,2676,11
kamchatskymacho,ru,2,False,channel,ru,ru,1.0,117,106,106,32,2486,22270,8
kameskir,ru,2,False,channel,ru,ru,1.0,169,74,63,35,76,246,18
kamextremist,ru,2,False,channel,ru,ru,1.0,4,4,4,0,5127,2864,0
kamkrab,ru,2,False,channel,ru,ru,1.0,252,220,212,36,1760,4771,23
kamradm,ru,2,False,channel,ru,ru,1.0,148,93,83,37,213,462,14
kamreporter,ru,2,False,channel,ru,ru,1.0,1006,891,822,282,4072,26024,4
kanal12omsk,ru,2,False,channel,ru,ru,1.0,715,547,542,45,8472,49154,5
kanal881,ru,2,False,empty,unknown,unknown,0.0,0,0,0,0,,961,
kanal_39,ru,2,False,empty,unknown,unknown,0.0,0,0,0,0,,9,
kansklife,ru,2,False,channel,unknown,unknown,0.0,1,1,0,0,,2361,16
karabakhrecords,ru,2,False,channel,ru,ru,1.0,339,315,314,62,1201,7516,11
karadag_serpent,ru,2,False,empty,unknown,unknown,0.0,0,0,0,0,,821,
karamelka0581,ru,2,False,empty,unknown,unknown,0.0,0,0,0,0,,,
karaoolduma,ru,2,False,channel,ru,ru,0.997,113,85,81,35,2110,6500,4
karaulnet,ru,2,False,channel,ru,ru,0.997,88,87,85,16,1093,1773,11
karaulny_accountant,ru,2,False,channel,ru,ru,0.994,231,225,225,169,9980,86436,10
karaulovnews,ru,2,False,channel,ru,ru,0.997,223,207,207,81,2428,5844,16
karaylystal,ru,2,False,channel,ru,ru,1.0,22,18,18,11,2370,3008,7
karel_terpel,ru,2,False,empty,unknown,unknown,0.0,0,0,0,0,,3704,
kareldep,ru,2,False,channel,ru,ru,1.0,26,23,20,13,522,658,7
karelpolitik,ru,2,False,channel,ru,ru,1.0,156,144,141,57,259,846,13
karelskybot,ru,2,False,empty,unknown,unknown,0.0,0,0,0,0,,,
karelstone,ru,2,False,channel,ru,ru,0.998,229,214,212,138,324,701,7
karga4_bot,ru,2,False,empty,unknown,unknown,0.0,0,0,0,0,,,
karga4_chat,ru,2,False,empty,unknown,unknown,0.0,0,0,0,0,,1016,
karginizm,ru,2,False,channel,ru,ru,1.0,101,100,99,0,8192,38854,9
kargo_chat,ru,2,False,group,ru,ru,0.976,251,238,169,145,1924,220,14
kargo_gym,ru,2,False,channel,ru,ru,1.0,6,6,2,0,371,98,11
kargoflix,ru,2,False,channel,ru,ru,1.0,121,88,31,63,194,483,12
kargofood,ru,2,False,channel,ru,ru,0.991,300,270,224,89,106,983,8
kargogaming,ru,2,False,channel,ru,ru,0.98,112,98,75,45,251,1678,15
kargoit,ru,2,False,channel,ru,ru,1.0,140,139,123,78,139,1491,11
kargokult,ru,2,False,channel,ru,ru,1.0,32,32,29,4,2806,2588,14
kargomag,ru,2,False,channel,unknown,unknown,0.0,1,1,0,0,3959,199,16
kargomusic,ru,2,False,channel,ru,ru,0.914,203,141,116,19,82,510,16
kargostyle,ru,2,False,empty,unknown,unknown,0.0,0,0,0,0,,25,
kargouniverse,ru,2,False,empty,unknown,unknown,0.0,0,0,0,0,,104,
kargspiracy,ru,2,False,channel,ru,ru,0.978,679,605,424,314,211,3272,13
karjakinchess,ru,2,False,channel,ru,ru,1.0,38,28,27,18,19128,19005,14
karkadegroup,ru,2,False,empty,unknown,unknown,0.0,0,0,0,0,,871,
karlkoral,ru,2,False,channel,ru,ru,1.0,139,131,129,19,24,1520,6
karlossnews,ru,2,False,channel,ru,ru,0.982,61,51,45,0,7189,9264,19
karmanov_media,ru,2,False,channel,ru,ru,1.0,211,128,127,21,2188,16185,9
karnazytski,ru,2,False,empty,unknown,unknown,0.0,0,0,0,0,,191,
karpov_anatoly_official,ru,2,False,channel,ru,ru,1.0,8,8,8,1,551,1010,10
kartzev,ru,2,False,channel,ru,ru,0.997,114,68,68,8,3290,538,7
kashinplus,ru,2,False,empty,unknown,unknown,0.0,0,0,0,0,,3140,
kaspiyskyberet,ru,2,False,channel,ru,ru,0.997,517,262,253,45,2807,9164,19
katalog_kanalov,ru,2,False,channel,ru,ru,0.966,62,62,62,0,8159,1709,9
kate22libra,ru,2,False,empty,unknown,unknown,0.0,0,0,0,0,,,
katia_titova,ru,2,False,empty,unknown,unknown,0.0,0,0,0,0,,,
katiakretova,ru,2,False,channel,ru,ru,1.0,18,15,15,2,3368,899,17
katiatxilive,ru,2,False,channel,ru,ru,1.0,59,53,37,29,78529,104197,18
katrinspade,ru,2,False,empty,unknown,unknown,0.0,0,0,0,0,,,
katun24new,ru,2,False,channel,ru,ru,1.0,912,659,638,0,4438,30146,0
katyishka24,ru,2,False,empty,unknown,unknown,0.0,0,0,0,0,,,
katyusha_russian,ru,2,False,channel,ru,ru,1.0,56,15,15,0,17009,2817,13
kavkaz_leakbez,ru,2,False,channel,ru,ru,1.0,296,291,291,96,6304,30862,11
kavkaz_nowosti,ru,2,False,channel,ru,ru,1.0,262,237,228,6,3475,10953,13
kavkaz_pravda_original,ru,2,False,empty,unknown,unknown,0.0,0,0,0,0,,11,
kavkaz_rf,ru,2,False,channel,ru,ru,1.0,168,41,41,8,2693,20196,16
kavkaz_uzor,ru,2,False,channel,unknown,ru,0.0,42,37,37,42,3754,3680,13
kavkazskij_dozornii,ru,2,False,channel,ru,ru,1.0,1179,813,813,1141,1108,899,6
kavtoday,ru,2,False,channel,ru,ru,1.0,168,163,163,13,1738,9364,8
kavzon,ru,2,False,channel,ru,ru,1.0,169,118,117,51,1299,589,15
kaxxovkaa,ru,2,False,channel,ru,ru,1.0,581,316,316,102,615,5589,14
kayakentrayon,ru,2,False,channel,ru,ru,1.0,231,172,116,54,1260,2493,8
kaza4estvo,ru,2,False,channel,ru,ru,1.0,34,14,11,0,275,44,20
kazakovaolga_rf,ru,2,False,channel,ru,ru,1.0,102,61,48,5,467,1304,10
kazan_history,ru,2,False,channel,ru,ru,1.0,85,37,37,50,255,1038,14
kazanexpress,ru,2,False,empty,unknown,unknown,0.0,0,0,0,0,,303,
kazanfirst,ru,2,False,channel,ru,ru,1.0,459,403,395,17,1415,13604,12
kazangato,ru,2,False,channel,ru,ru,1.0,371,251,251,133,1893,1735,10
kazbrief,ru,2,False,channel,ru,ru,1.0,1501,1452,1451,68,179,639,5
kazinform_news,ru,2,False,channel,ru,ru,1.0,932,812,812,0,2216,32519,4
kazved,ru,2,False,channel,ru,ru,1.0,803,522,513,41,452,3367,12
kb_announcments,ru,2,False,channel,ru,ru,0.99,8170,6478,5823,6453,9485,44153,14
kbgsras,ru,2,False,channel,ru,ru,1.0,86,45,45,38,779,12362,1
kbr_tenevoy,ru,2,False,empty,unknown,unknown,0.0,0,0,0,0,,724,
kcbay,ru,2,False,empty,unknown,unknown,0.0,0,0,0,0,,,
kchr_inform09,ru,2,False,channel,ru,ru,1.0,92,53,53,71,3924,9161,10
kchr_official,ru,2,False,channel,ru,ru,1.0,7,7,7,3,869,534,10
kcpn_support_bot,ru,2,False,empty,unknown,unknown,0.0,0,0,0,0,,,
kdpiter,ru,2,False,channel,ru,ru,1.0,369,324,319,1,36880,142709,16
kedrpad,ru,2,False,channel,ru,ru,1.0,68,65,65,13,1065,1525,8
kei_t_kei_t,ru,2,False,empty,unknown,unknown,0.0,0,0,0,0,,,
kemerovo001_bot,ru,2,False,empty,unknown,unknown,0.0,0,0,0,0,,,
kerch_news,ru,2,False,channel,ru,ru,0.994,1177,598,588,65,3574,39384,9
kerim_kremlin,ru,2,False,channel,tr,tr,1.0,93,85,78,5,192,511,19
kfm936,ru,2,False,channel,ru,ru,0.993,518,457,434,5,2355,18154,17
kgb_mssr,ru,2,False,channel,ru,ru,1.0,92,81,81,87,102,381,10
kgsxa,ru,2,False,channel,ru,ru,1.0,37,37,37,0,24,154,9
kgv_info,ru,2,False,channel,ru,ru,1.0,628,537,536,161,212,704,10
khab_express,ru,2,False,empty,unknown,unknown,0.0,0,0,0,0,,7,
khabarovsk_transport,ru,2,False,channel,ru,ru,1.0,647,528,518,228,322,2025,0
khabarovskie,ru,2,False,channel,ru,ru,1.0,345,276,267,205,578,2255,12
khabcitynews,ru,2,False,channel,ru,ru,1.0,211,148,147,161,419,1404,0
khabkraj,ru,2,False,channel,ru,ru,1.0,553,313,304,78,1259,10188,1
khabpolitcentr,ru,2,False,channel,ru,ru,1.0,117,98,98,116,216,747,0
khach_mach,ru,2,False,channel,ru,ru,0.997,534,514,512,327,373,1289,9
kharkivlife,ru,2,False,channel,ru,ru,1.0,1460,1075,1075,0,228155,674330,13
kharkov_z_news,ru,2,False,empty,unknown,unknown,0.0,0,0,0,0,,15,
kharkovchanochka_true,ru,2,False,channel,ru,ru,1.0,16,16,13,0,2477,3300,19
kharkovpr,ru,2,False,empty,unknown,unknown,0.0,0,0,0,0,,18,
khartsyz,ru,2,False,channel,ru,ru,0.997,1124,613,555,316,5899,15620,10
khashchenko,ru,2,False,channel,ru,ru,1.0,59,58,58,6,4300,12632,14
khayrullinayrat,ru,2,False,channel,ru,ru,1.0,45,27,26,16,1540,5328,17
kherson_helpbot,ru,2,False,empty,unknown,unknown,0.0,0,0,0,0,,,
kherson_mohair,ru,2,False,channel,ru,ru,1.0,35,27,26,1,5037,2086,7
kherson_news_info,ru,2,False,channel,ru,ru,1.0,2873,1813,1806,1410,3433,8915,7
kherson_uyut,ru,2,False,channel,ru,ru,1.0,1376,1027,1019,75,1768,2154,6
khogov,ru,2,False,empty,unknown,unknown,0.0,0,0,0,0,,0,
khovalyg_live,ru,2,False,channel,ru,ru,1.0,265,68,67,0,2906,12209,7
khuligankz,ru,2,False,channel,ru,ru,1.0,91,91,91,5,218,481,10
khv_aurora,ru,2,False,channel,ru,ru,1.0,628,361,359,0,4993,46648,12
khvregion,ru,2,False,channel,ru,ru,1.0,21,20,20,0,2714,25162,8
khvtv,ru,2,False,channel,ru,ru,1.0,298,272,269,0,563,5093,1
ki_krd,ru,2,False,channel,ru,ru,0.997,963,690,661,55,775,14703,6
kievreal1,ru,2,False,channel,uk,uk,0.994,2008,1474,1474,0,384006,1521337,13
kim_and_buran,ru,2,False,channel,ru,ru,1.0,14,14,14,2,303,75,9
kimakovskii,ru,2,False,channel,ru,ru,1.0,6,6,4,0,10823,225,19
kimbarovmm,ru,2,False,channel,ru,ru,1.0,23,15,14,10,169,232,9
kinderdeskrieges,ru,2,False,empty,unknown,unknown,0.0,0,0,0,0,,240,
kingofyantar,ru,2,False,channel,ru,ru,0.997,158,96,92,0,5243,34394,18
kino_teatrru,ru,2,False,channel,ru,ru,0.997,329,220,217,66,2635,26005,8
kinodeu,ru,2,False,channel,ru,ru,1.0,31,30,29,1,9386,11124,7
kinometro,ru,2,False,channel,ru,ru,0.997,194,149,149,0,5172,30504,10
kinopoisk,ru,2,False,channel,ru,ru,1.0,361,242,240,82,51769,819856,11
kinopoisk_industry,ru,2,False,channel,ru,ru,1.0,173,160,159,2,4604,28502,13
kionru,ru,2,False,channel,ru,ru,1.0,24,13,13,6,14480,70549,11
kiparis_007,ru,2,False,empty,unknown,unknown,0.0,0,0,0,0,,,
kiri4d,ru,2,False,channel,ru,ru,1.0,92,88,85,7,397,401,14
kirill_kachur,ru,2,False,empty,unknown,unknown,0.0,0,0,0,0,,0,
kirilldundik,ru,2,False,channel,ru,ru,1.0,21,16,15,10,1652,558,2
kirillfedorov_free,ru,2,False,group,ru,ru,0.991,1370,1270,1213,567,589,362,20
kirov_plus,ru,2,False,empty,unknown,unknown,0.0,0,0,0,0,,3,
kirovayalta,ru,2,False,channel,ru,ru,1.0,58,18,15,0,2963,9162,1
kirovp,ru,2,False,channel,ru,ru,1.0,478,295,291,189,326,2560,14
kirovreg43,ru,2,False,channel,ru,ru,1.0,709,380,380,164,540,5320,7
kiruhinanatali,ru,2,False,channel,ru,ru,0.997,86,72,71,39,79,674,5
kiselev_ms,ru,2,False,channel,ru,ru,1.0,89,57,48,11,1639,5111,15
kishinev24,ru,2,False,channel,ru,ru,1.0,495,418,418,0,1979,19099,7
kisqis,ru,2,False,empty,unknown,unknown,0.0,0,0,0,0,,,
kitchen_chef,ru,2,False,channel,ru,ru,1.0,150,143,143,16,27353,78630,8
kittendances,ru,2,False,channel,ru,ru,0.991,1726,1548,1400,731,2788,4454,10
kivu1i,ru,2,False,empty,unknown,unknown,0.0,0,0,0,0,,,
kkdolgov,ru,2,False,channel,ru,ru,1.0,83,73,68,24,133,271,9
kkhersonn_chatikk,ru,2,False,empty,unknown,unknown,0.0,0,0,0,0,,7616,
