handle,tag,depth,seed,type,language,language_default_policy,lang_confidence,n_msgs,n_posts,n_text_msgs,n_forward_msgs,median_views,subscribers,modal_hour_utc
larkin_doc,cz,2,False,channel,ru,ru,1.0,289,227,217,180,3120,7135,19
lastofrus,cz,2,False,empty,unknown,unknown,0.0,0,0,0,0,,64021,
latvijasbalzams,cz,2,False,channel,ru,ru,0.994,402,345,342,79,341,1689,11
lauraabolichannel,cz,2,False,channel,en,en,0.993,2510,2378,2326,115,24479,172626,19
lbsindusa,cz,2,False,channel,ru,ru,1.0,34,25,24,11,4134,8558,18
lebedeva_xeniya,cz,2,False,channel,ru,ru,1.0,233,208,208,128,1726,6780,12
lebupdate,cz,2,False,channel,en,en,0.991,257,200,197,9,1888,80347,19
lenradnr,cz,2,False,group,ru,ru,0.997,3393,3359,1366,8,102504,6552,15
lepragram,cz,2,False,channel,ru,ru,0.997,473,411,366,0,169934,343439,19
lesgustoj,cz,2,False,channel,ru,ru,0.997,412,360,344,64,874,1238,6
levigodman,cz,2,False,channel,en,en,0.975,758,726,723,53,6221,11638,11
libreetinsoumis2,cz,2,False,channel,fr,fr,1.0,975,808,801,22,920,4185,21
lifact,cz,2,False,channel,ru,ru,1.0,29,29,29,0,5465,3756,17
lifeytcrazy,cz,2,False,empty,unknown,unknown,0.0,0,0,0,0,,45,
limkat22,cz,2,False,channel,ru,ru,1.0,39,36,36,8,937,4897,20
lineasrojas,cz,2,False,channel,es,es,1.0,148,143,142,0,3663,40927,20
lingvaa,cz,2,False,channel,ru,ru,1.0,146,146,118,0,28609,139171,2
lipca11,cz,2,False,channel,pl,pl,1.0,164,148,143,0,262,876,10
lipetsktop1,cz,2,False,channel,ru,ru,0.997,236,201,201,0,8930,50817,6
lit_mus_bes,cz,2,False,channel,ru,ru,1.0,90,66,66,0,6,246,7
littleentente,cz,2,False,channel,en,en,0.991,189,184,179,49,1235,901,21
liusivaya,cz,2,False,channel,es,es,0.982,111,102,95,11,25085,132556,8
losevatalks,cz,2,False,channel,ru,ru,1.0,273,222,216,7,8624,38898,8
lovekram,cz,2,False,empty,unknown,unknown,0.0,0,0,0,0,,453,
ltwru,cz,2,False,empty,unknown,unknown,0.0,0,0,0,0,,29,
lucasleiroz,cz,2,False,channel,pt,pt,0.973,250,221,218,140,217,3283,8
ludobreniya,cz,2,False,empty,unknown,unknown,0.0,0,0,0,0,,54,
luganskallnews,cz,2,False,channel,ru,ru,1.0,328,229,227,152,23213,76306,13
lukaebkov,cz,2,False,empty,unknown,unknown,0.0,0,0,0,0,,517,
lunatheatre,cz,2,False,channel,ru,ru,1.0,66,28,28,16,666,707,16
lussilist,cz,2,False,channel,cs,cs,0.993,967,777,769,106,1226,8572,20
m0sc0wcalling,cz,2,False,channel,ru,ru,1.0,1831,1284,1274,347,38910,34049,14
m_goldarb,cz,2,False,channel,ru,ru,1.0,47,46,46,0,10071,9224,9
mackurovka,cz,2,False,group,ru,ru,1.0,976,841,635,71,25555,3345,17
madam_secretar,cz,2,False,channel,ru,ru,0.994,1179,1068,1046,371,6420,35821,20
maddogholland,cz,2,False,empty,unknown,unknown,0.0,0,0,0,0,,27975,
madisonart,cz,2,False,channel,ru,ru,0.992,68,57,54,27,943,2539,10
magicaltrevor,cz,2,False,empty,unknown,unknown,0.0,0,0,0,0,,,
magomedgadzhimagomedov,cz,2,False,channel,ru,ru,1.0,10,8,7,7,2306,2438,11
maidentower,cz,2,False,channel,ru,ru,1.0,946,771,765,81,9476,34567,10
mainranepa,cz,2,False,channel,ru,ru,1.0,183,174,170,16,1363,23324,9
mairabaku,cz,2,False,channel,ru,ru,0.997,1208,1082,1081,91,272,1197,8
makarov_kb,cz,2,False,channel,ru,ru,0.997,154,126,124,26,4043,6413,6
makarr80,cz,2,False,channel,ru,ru,0.997,290,273,262,113,6099,7893,10
maksymzhorin,cz,2,False,channel,uk,uk,1.0,74,62,62,1,31214,108414,16
malekdudakov,cz,1,False,channel,ru,ru,1.0,97,97,97,0,20674,83472,8
mangopress,cz,2,False,channel,en,en,0.997,718,579,569,0,1831,5511,10
maplechronicles,cz,2,False,channel,en,en,1.0,84,84,84,4,1081,2887,18
marawhisper,cz,2,False,empty,unknown,unknown,0.0,0,0,0,0,,18,
mariabutina,cz,2,False,channel,ru,ru,1.0,126,122,119,11,12261,31668,1
mariaderunova,cz,2,False,channel,ru,ru,1.0,117,101,100,8,4756,13554,18
mariyamarikyan,cz,2,False,channel,ru,ru,1.0,15,11,11,1,273,1147,16
markurbanist,cz,2,False,channel,ru,ru,1.0,135,133,132,2,13324,15484,8
markus_foundation,cz,2,False,channel,uk,uk,1.0,13,9,8,3,9649,4821,11
marocrus,cz,2,False,channel,ru,ru,0.997,230,117,116,97,1266,6222,5
marshalvdv,cz,2,False,channel,uk,uk,0.983,2273,1292,1220,509,48713,98759,15
martinsellnerib,cz,2,False,channel,de,de,0.997,220,187,167,50,18139,72880,17
martynov2021,cz,2,False,channel,ru,ru,0.988,193,179,175,82,3825,206702,22
maryana_nn,cz,2,False,empty,unknown,unknown,0.0,0,0,0,0,,,
mask_seti_tomsk,cz,2,False,empty,unknown,unknown,0.0,0,0,0,0,,137,
maskirovka_dlya_svo,cz,2,False,group,ru,ru,1.0,2538,2466,2078,112,3745,2716,19
maskirovkaan,cz,2,False,group,ru,ru,0.984,431,419,207,54,27272,80,11
maskset_ramon,cz,2,False,group,ru,ru,0.983,145,139,63,4,16320,437,11
maskseti60,cz,2,False,channel,ru,ru,1.0,17,11,9,2,1992,131,10
maskseti_kms,cz,2,False,group,ru,ru,0.997,322,319,168,36,178094,246,11
masksetichlb,cz,2,False,group,ru,ru,0.984,1280,1194,757,104,7462,383,18
masksetiekb,cz,2,False,group,ru,ru,0.991,2058,1977,1738,74,32303,1158,16
masksetisochi,cz,2,False,channel,ru,ru,0.981,103,64,58,10,815,627,15
maslovasia,cz,2,False,channel,ru,ru,1.0,19,19,19,5,8994,18635,20
maspartners,cz,2,False,empty,unknown,unknown,0.0,0,0,0,0,,65,
masrourbarzani,cz,2,False,empty,unknown,unknown,0.0,0,0,0,0,,8,
match_tv,cz,2,False,channel,ru,ru,0.997,749,685,680,31,117965,683819,21
mauricio_ampuero,cz,2,False,channel,es,es,1.0,1,1,1,0,29181,3454,15
max_chepay,cz,2,False,channel,ru,ru,1.0,119,109,94,0,4951,,13
maxbuzhanskiy,cz,2,False,channel,ru,ru,0.994,194,178,175,3,18960,25615,7
mayday_7700,cz,2,False,channel,ru,ru,1.0,65,40,38,8,21682,22373,6
maydnr,cz,1,False,channel,ru,ru,1.0,548,399,397,197,1934,5752,7
mccvu,cz,2,False,channel,ru,ru,0.994,527,426,382,149,452,2503,6
mchs112by,cz,2,False,channel,ru,ru,0.991,149,119,108,17,6429,44794,4
mchs52,cz,2,False,channel,ru,ru,1.0,114,62,54,7,339,4126,7
mchs_dnr,cz,2,False,channel,ru,ru,0.994,214,148,130,7,1847,9988,7
mdaudov_95,cz,2,False,channel,ru,ru,1.0,42,42,29,0,9533,1788585,21
mdk_bashkiria,cz,2,False,channel,ru,ru,0.997,369,314,237,0,3283,7952,7
mdk_chelyabinsk,cz,2,False,channel,ru,ru,0.997,260,242,148,0,3615,10829,7
mdk_crimea,cz,2,False,channel,ru,ru,0.991,274,262,148,1,2775,6432,16
mdk_kavkaz,cz,2,False,channel,ru,ru,0.997,290,235,195,2,1819,4161,10
mdk_krasnodar_krai,cz,2,False,channel,ru,ru,0.997,308,299,280,0,2364,9008,20
mdk_krasnoyarsk,cz,2,False,channel,ru,ru,0.997,259,240,81,0,1867,7859,6
mdk_kuzbass,cz,2,False,channel,ru,ru,0.994,253,246,177,0,3001,7584,11
mdk_nn,cz,2,False,channel,ru,ru,1.0,332,303,234,0,4213,14083,11
mdk_novosibirsk,cz,2,False,channel,ru,ru,1.0,349,349,256,0,5906,12480,4
mdk_rnd,cz,2,False,channel,ru,ru,0.997,239,170,159,0,8744,24016,21
mdk_tatarstan,cz,2,False,channel,ru,ru,1.0,355,307,216,0,5079,11654,18
mdk_ural,cz,2,False,channel,ru,ru,1.0,172,160,125,0,2470,5359,14
mdk_voronezh,cz,2,False,channel,ru,ru,0.997,314,313,177,0,3841,9376,21
mdkvostok,cz,2,False,channel,ru,ru,0.992,183,182,178,0,1465,2417,6
mecklenburger_petersburger,cz,2,False,channel,ru,ru,1.0,148,145,140,1,4966,19142,10
medcarta,cz,2,False,channel,ru,ru,1.0,74,54,53,7,1463,16636,12
medcelox,cz,2,False,empty,unknown,unknown,0.0,0,0,0,0,,1,
media2rise,cz,2,False,channel,en,en,1.0,6,5,5,0,19907,6628,23
mediastan,cz,2,False,channel,ru,ru,0.994,101,87,87,5,511,1960,7
meerzonaa,cz,2,False,channel,ru,ru,1.0,6765,5270,5269,2,245,2715,20
melkonian_sergei,cz,2,False,channel,ru,ru,1.0,4,4,4,1,6644,2573,6
melnikovone,cz,2,False,channel,ru,ru,1.0,29,24,22,5,6374,1614,21
merciless_russia,cz,2,False,channel,ru,ru,0.997,246,136,136,31,871,3334,9
meriblood,cz,2,False,channel,en,en,1.0,134,131,131,10,1504,7160,20
metropoles,cz,2,False,empty,unknown,unknown,0.0,0,0,0,0,,14348,
mfairan,cz,2,False,channel,fa,fa,1.0,353,255,238,2,887,10348,9
mger71,cz,2,False,channel,ru,ru,1.0,54,14,14,4,84,144,18
middle_east_wars_and_politics,cz,2,False,channel,ru,ru,0.992,70,61,58,23,193,1166,17
middleastguide,cz,2,False,channel,ru,ru,1.0,3,3,3,1,2837,1699,10
mideastr,cz,2,False,channel,ru,ru,0.994,83,83,83,17,2693,21319,7
midwest_intel,cz,2,False,channel,en,en,0.992,951,835,802,917,109,1266,19
mig_info,cz,2,False,channel,ru,ru,0.989,744,697,693,167,1197,5547,8
mig_mirovozrenie,cz,2,False,channel,ru,ru,1.0,5,5,3,0,36989,7749,7
migdalsergei,cz,2,False,channel,ru,ru,0.997,631,444,441,275,1038,26427,23
mihnovosti,cz,2,False,channel,ru,ru,1.0,442,232,228,49,6486,11639,5
mikhailmavashi,cz,2,False,channel,ru,ru,0.991,86,80,74,0,126535,241788,5
mikle1on,cz,1,False,channel,ru,ru,1.0,1055,943,845,395,316908,494758,12
mil_med,cz,2,False,channel,ru,ru,0.99,77,29,29,0,5865,19736,17
milhelipilot,cz,2,False,empty,unknown,unknown,0.0,0,0,0,0,,2362,
militantwire,cz,2,False,channel,en,en,0.986,22,22,22,1,3545,5480,17
militaryreview,cz,2,False,empty,unknown,unknown,0.0,0,0,0,0,,3974,
millnews,cz,2,False,channel,ru,ru,1.0,761,761,761,0,1773,6963,9
millnr,cz,2,False,channel,ar,ar,0.985,72,68,43,0,105,61,20
minakhachatryan,cz,2,False,group,ru,ru,0.988,14574,14312,13774,1513,1797,726,22
minenergo_by,cz,2,False,channel,ru,ru,1.0,36,29,28,4,6911,6845,15
mininform,cz,2,False,channel,ru,ru,0.985,73,50,50,0,1376,4693,11
minkultchr,cz,2,False,channel,ru,ru,0.993,42,42,22,0,1005,2020,11
minre_ua,cz,2,False,empty,unknown,unknown,0.0,0,0,0,0,,218,
minstroyrf,cz,2,False,channel,ru,ru,1.0,254,124,122,3,5222,51615,9
mintsyfra,cz,2,False,channel,uk,uk,1.0,90,71,71,4,16058,38545,14
minzdrav63region,cz,2,False,channel,ru,ru,1.0,342,153,152,91,894,8062,7
minzdravbelarus,cz,2,False,channel,ru,ru,1.0,459,163,161,271,6840,30986,14
mir24tv,cz,2,False,channel,ru,ru,1.0,685,635,626,0,2774,13235,6
mir_zagovor,cz,2,False,channel,ru,ru,1.0,2,2,1,0,12363,429,9
mirniyblog,cz,2,False,channel,ru,ru,1.0,406,326,318,225,186,193,11
mirnyie,cz,2,False,channel,ru,ru,1.0,18,17,17,0,5530,3658,7
mironovonline,cz,2,False,channel,ru,ru,1.0,277,226,224,32,17272,125146,13
miroslavcimo,cz,2,False,channel,sk,sk,0.996,155,139,129,48,1820,3332,11
mirvmomente,cz,2,False,channel,ru,ru,0.997,795,704,696,8,14363,73420,19
misha_na_grani,cz,2,False,channel,ru,ru,1.0,42,40,40,3,603,596,14
missilesnukes,cz,2,False,channel,en,en,0.977,686,414,401,134,3054,10594,19
mitrich_one,cz,2,False,channel,ru,ru,1.0,24,24,24,0,763,406,20
mk_ru,cz,2,False,channel,ru,ru,1.0,2156,2069,2046,18,11375,62457,10
mkhusnullin,cz,2,False,channel,ru,ru,1.0,101,47,47,3,19575,216616,17
mkill_pmr,cz,2,False,empty,unknown,unknown,0.0,0,0,0,0,,8,
mmaskseti,cz,2,False,channel,unknown,unknown,0.0,2,2,0,0,,,4
mneniepetrova,cz,2,False,channel,ru,ru,1.0,607,559,545,318,211,982,4
mnogonazi,cz,2,False,empty,unknown,unknown,0.0,0,0,0,0,,412034,
mobilizationnews,cz,2,False,channel,ru,ru,1.0,1420,1038,1035,0,43401,127793,10
mod_russia_en,cz,2,False,channel,en,en,1.0,361,333,332,0,19915,96169,12
modmilby,cz,2,False,channel,ru,ru,1.0,852,266,266,49,8593,35614,11
moldovapolitics,cz,2,False,channel,ru,ru,1.0,428,394,381,136,1636,5345,9
moneristas,cz,2,False,channel,pt,pt,1.0,13,13,12,1,408,156,3
morskaya_pehota_russia,cz,2,False,channel,ru,ru,0.997,2044,1624,1551,784,342,8536,14
moscow_on_air,cz,2,False,channel,ru,ru,0.988,645,515,515,84,5958,71711,15
moscowbroadcasts,cz,2,False,empty,unknown,unknown,0.0,0,0,0,0,,2,
moscowtopafisha,cz,2,False,channel,ru,ru,0.994,228,92,80,8,15743,66133,15
mospinogorod,cz,2,False,group,ru,ru,1.0,708,678,178,14,8535,6936,15
mpshow,cz,2,False,channel,ru,ru,1.0,497,387,375,17,754,1822,17
mriya24,cz,2,False,channel,ru,ru,0.997,2985,2564,2364,68,54108,98692,7
mriya24_bot,cz,2,False,empty,unknown,unknown,0.0,0,0,0,0,,,
mrx_info_bot,cz,2,False,empty,unknown,unknown,0.0,0,0,0,0,,,
mst_gov_by,cz,2,False,channel,ru,ru,1.0,391,245,234,78,621,5457,9
mtv36,cz,2,False,channel,ru,ru,1.0,856,661,649,7,14093,184831,8
murad_gazdiev,cz,2,False,channel,en,en,1.0,2,1,1,0,38119,8002,12
museumofvsu,cz,2,False,channel,ru,ru,0.934,2212,1501,1496,1653,126,9204,5
mycroftintel,cz,2,False,channel,ru,ru,1.0,9,9,8,0,15318,21353,10
mydrawingdiary,cz,2,False,channel,ru,ru,1.0,19,18,18,1,59483,17100,11
mylandbelarus,cz,2,False,channel,ru,ru,0.997,2485,1550,1497,1641,350,2273,18
mysly,cz,2,False,channel,ru,ru,1.0,171,141,141,21,23501,168190,17
nabat_rus,cz,2,False,channel,ru,ru,1.0,144,128,128,91,5327,11984,19
nach_patr,cz,2,False,empty,unknown,unknown,0.0,0,0,0,0,,,
namarshe,cz,2,False,channel,ru,ru,0.994,760,529,495,189,45442,57839,6
narodnapatrola,cz,2,False,channel,mk,mk,0.997,67,56,54,5,6937,11352,18
narotchnitskaya,cz,2,False,channel,ru,ru,1.0,95,81,81,73,3812,6373,12
nash_prezident_putin,cz,2,False,channel,ru,ru,0.997,7300,6838,6768,1,2676,12502,19
nashazemla,cz,2,False,channel,ru,ru,1.0,973,777,776,444,1860,10718,12
naspravdiinfo,cz,2,False,channel,ru,ru,1.0,1296,1049,1023,376,6909,35218,12
nastyadnr,cz,2,False,empty,unknown,unknown,0.0,0,0,0,0,,27,
natalia_maximus_zov,cz,2,False,channel,ru,ru,0.979,1430,1136,1107,1197,1213,8877,16
national_geogr,cz,2,False,empty,unknown,unknown,0.0,0,0,0,0,,1025,
nationaldef,cz,2,False,empty,unknown,unknown,0.0,0,0,0,0,,116491,
ndp_pl,cz,2,False,channel,pl,pl,1.0,1320,1210,1208,0,1984,10768,9
ne_zabivai,cz,2,False,channel,ru,ru,1.0,337,295,295,12,1540,1369,9
nebrigada,cz,2,False,channel,ru,ru,1.0,153,139,133,45,41818,61996,13
nefte_baza,cz,2,False,channel,ru,ru,1.0,99,97,97,9,6026,36100,9
neohota,cz,2,False,channel,ru,ru,1.0,277,55,55,31,5288,49043,12
neolginskie,cz,2,False,channel,ru,ru,0.997,479,422,399,92,4134,11832,15
neopessimizm,cz,2,False,channel,ru,ru,1.0,76,67,67,34,57,74,9
nerzhavey,cz,2,False,channel,ru,ru,1.0,69,69,69,4,8394,28434,10
nescit_occasum,cz,2,False,channel,ru,ru,1.0,16,15,5,1,1910,530,15
netlenkanet,cz,2,False,channel,ru,ru,1.0,678,657,656,390,1687,11097,10
nettingmsk,cz,2,False,group,ru,ru,0.994,16013,15552,13040,502,6502,3521,19
news_1tv,cz,2,False,channel,ru,ru,1.0,665,657,653,1,12685,90522,6
news_engineering,cz,2,False,channel,ru,ru,1.0,199,191,191,20,3191,26068,12
news_lv,cz,2,False,channel,ru,ru,1.0,1356,1117,1117,6,1639,10553,11
nextamail_bot,cz,2,False,empty,unknown,unknown,0.0,0,0,0,0,,,
nezastudiya,cz,2,False,empty,unknown,unknown,0.0,0,0,0,0,,46,
ngp_razvedka_bot,cz,2,False,empty,unknown,unknown,0.0,0,0,0,0,,,
nicolasmaduromoros,cz,2,False,channel,es,es,1.0,399,302,383,0,5932,101262,1
nicosint,cz,2,False,channel,en,en,0.994,1535,1306,1260,1259,156,2021,23
nieuwshoorn,cz,2,False,channel,nl,nl,0.966,531,491,457,129,217,4023,6
nikitavasiliev,cz,2,False,channel,ru,ru,1.0,203,153,150,34,401,644,5
nikolasferreira,cz,2,False,channel,pt,pt,0.995,53,53,41,0,170753,199019,22
nikolaymalinov,cz,2,False,empty,unknown,unknown,0.0,0,0,0,0,,22,
ninavatt90,cz,2,False,channel,ru,ru,0.991,1488,1340,1311,117,20903,82823,16
nixjeelvy,cz,2,False,channel,en,en,0.996,205,191,174,115,400,1867,13
nizhniytop,cz,2,False,channel,ru,ru,0.988,597,405,404,0,10089,47964,10
nmakeevaz,cz,2,False,channel,ru,ru,1.0,102,87,85,42,210,670,17
nmdnr_bot,cz,2,False,empty,unknown,unknown,0.0,0,0,0,0,,,
no_one_is_forgotten,cz,2,False,channel,en,en,1.0,1125,1011,975,541,1213,3942,13
node_of_time_de,cz,2,False,channel,de,de,1.0,613,423,423,31,6164,39786,6
node_of_time_rus,cz,2,False,channel,ru,ru,1.0,559,450,448,131,92,195,20
nofriendsbutmountain,cz,2,False,channel,ru,ru,1.0,17,15,14,0,177,729,16
nonmason,cz,2,False,channel,ru,ru,1.0,16,16,16,1,1128,196,10
norbekov,cz,2,False,empty,unknown,unknown,0.0,0,0,0,0,,,
noticiasdesderusia,cz,2,False,channel,es,es,1.0,367,299,293,14,444,1490,17
noticiaseguerras,cz,2,False,channel,pt,pt,1.0,813,774,774,0,3009,13193,10
novajaukraina,cz,2,False,channel,ru,ru,0.997,409,382,381,0,12498,16312,10
novinibg,cz,2,False,channel,bg,bg,0.994,89,88,76,0,371,1175,10
novoeizdanie,cz,2,False,channel,ru,ru,1.0,3611,2959,2958,0,85113,194562,13
novosibtop,cz,2,False,channel,ru,ru,0.994,385,261,261,2,16128,62492,7
novosti_voinaa,cz,2,False,empty,unknown,unknown,0.0,0,0,0,0,,1488,
novostiarmenia,cz,2,False,channel,ru,ru,1.0,689,664,662,55,1155,16506,9
novostipiramida,cz,2,False,channel,ru,ru,1.0,114,112,111,3,453,1002,3
nowmelitopol,cz,2,False,channel,ru,ru,1.0,470,360,358,67,13226,30497,11
nsc131official,cz,2,False,channel,en,en,1.0,11,8,8,2,12848,4597,0
nsdelzap1,cz,2,False,channel,ru,ru,1.0,2397,1382,1379,212,8389,55902,16
nsdvdnepre,cz,2,False,channel,ru,ru,0.989,206,185,185,7,7446,27367,6
nsdvdonetske,cz,2,False,channel,ru,ru,1.0,1829,1317,1313,239,5285,21278,8
nsdvluganske,cz,2,False,channel,ru,ru,1.0,1684,1206,1203,188,165,11488,14
nsdvnikolaeve,cz,2,False,channel,ru,ru,0.985,232,198,198,42,3785,17046,18
nullusnews,cz,2,False,empty,unknown,unknown,0.0,0,0,0,0,,227,
o_arestovich_official,cz,2,False,channel,ru,ru,1.0,131,118,97,0,355905,249686,9
o_brd,cz,2,False,channel,ru,ru,1.0,234,146,146,51,12270,24956,15
o_kuchera,cz,2,False,empty,unknown,unknown,0.0,0,0,0,0,,203,
observeragentz,cz,2,False,channel,ru,ru,0.984,65,55,47,0,1697,2887,18
obshina_ru,cz,2,False,channel,ru,ru,1.0,406,294,280,23,4031,600521,18
octgnews,cz,2,False,channel,ru,ru,1.0,2815,2640,2629,25,1838,3928,11
oddr_info,cz,2,False,channel,ru,ru,1.0,919,505,504,124,5771,8806,14
oddr_news,cz,2,False,channel,unknown,ru,0.0,595,491,488,594,939,2371,19
odessa_typical,cz,2,False,channel,ru,ru,0.997,1292,972,897,19,66948,253222,7
odna_rodyna,cz,2,False,empty,unknown,unknown,0.0,0,0,0,0,,568,
officersunion,cz,2,False,channel,ru,ru,1.0,20,14,14,2,8918,10875,8
oghb_108,cz,2,False,channel,uk,uk,1.0,10,10,7,1,26926,11190,5
ogneborets_spb,cz,2,False,channel,ru,ru,0.99,63,63,62,14,31336,11864,15
ogshb_109,cz,2,False,channel,uk,uk,1.0,41,39,32,0,4316,4543,8
ok_pivnich1,cz,2,False,channel,uk,uk,1.0,62,62,62,1,6771,10063,11
oldgb,cz,2,False,empty,unknown,unknown,0.0,0,0,0,0,,5,
oldhellboy,cz,2,False,channel,ru,ru,1.0,131,110,109,37,75448,107118,15
oldpecheneg,cz,2,False,empty,unknown,unknown,0.0,0,0,0,0,,,
oleglurie,cz,2,False,channel,ru,ru,0.997,304,238,228,138,4828,13198,7
oleksiihoncharenko,cz,2,False,channel,uk,uk,0.994,989,911,892,39,75392,214072,8
ombr66,cz,2,False,empty,unknown,unknown,0.0,0,0,0,0,,7334,
ombr72,cz,2,False,channel,uk,uk,1.0,38,21,21,0,11169,14926,9
omonmoscow,cz,2,False,channel,ru,ru,1.0,106,54,54,100,2825,9504,16
omsktop1,cz,2,False,channel,ru,ru,0.991,290,258,256,0,14009,43651,13
onishchenko001,cz,2,False,channel,ru,ru,0.992,2056,1800,1765,164,8386,53682,6
online_dnr_sckk,cz,2,False,channel,ru,ru,1.0,721,721,721,0,61957,26606,8
ontnews,cz,2,False,channel,ru,ru,1.0,2760,2490,2490,82,2619,29610,8
ooxenich,cz,2,False,channel,ru,ru,1.0,83,71,71,0,2483,4746,11
opennewss,cz,2,False,channel,ru,ru,0.991,744,651,643,384,1735,7885,9
operation_z_feedback_bot,cz,2,False,empty,unknown,unknown,0.0,0,0,0,0,,,
operativechat,cz,2,False,group,uk,uk,0.988,3915,3883,3785,231,30590,285,8
operativnozsu,cz,2,False,channel,uk,uk,1.0,7907,5390,5383,213,101286,372177,10
ophiucu,cz,2,False,channel,es,es,1.0,2024,1325,1306,112,891,33888,14
optimisticus007,cz,2,False,channel,ru,ru,0.991,39,37,36,3,22719,24841,6
oraclefilms,cz,2,False,channel,en,en,0.995,102,78,72,71,6032,21838,18
orangepills4,cz,2,False,channel,en,en,1.0,3,3,3,0,1544,228,17
orda_mordora,cz,2,False,channel,ru,ru,1.0,204,133,129,0,106159,165407,11
orthodoxsergio,cz,2,False,empty,unknown,unknown,0.0,0,0,0,0,,164,
osintgeorgia,cz,2,False,channel,ru,ru,1.0,754,272,263,289,2320,4632,6
ostcapital,cz,2,False,empty,unknown,unknown,0.0,0,0,0,0,,23,
otvinta_by,cz,2,False,channel,ru,ru,1.0,12,11,11,0,5287,4986,9
ovchapriest,cz,2,False,channel,ru,ru,1.0,66,58,57,20,3216,12140,7
overtons_gate,cz,2,False,channel,ru,ru,1.0,4,4,2,0,31272,11851,6
p2privacy_canal,cz,2,False,channel,pt,pt,1.0,1,1,1,0,2229,210,2
pakistanarmoury,cz,2,False,channel,en,en,1.0,29,26,24,0,701,2024,20
palestinedeclassified,cz,2,False,channel,en,en,1.0,50,50,50,1,1426,5232,14
palestineresist,cz,2,False,empty,unknown,unknown,0.0,0,0,0,0,,121427,
panzwaffle,cz,2,False,channel,ru,ru,1.0,23,20,20,0,13625,17017,9
parabellumstoria,cz,2,False,channel,it,it,0.979,31,31,17,0,4278,4927,16
paragnomen,cz,2,False,channel,ru,ru,1.0,31,24,24,1,5072,14254,17
parstodayru,cz,2,False,empty,unknown,unknown,0.0,0,0,0,0,,,
parstodayrussianchat,cz,2,False,group,ru,ru,0.988,7605,6964,6832,2844,1033,395,19
patriot_russiaa,cz,2,False,channel,ru,ru,0.997,1022,782,779,0,402,2542,14
patriotfrontpromat,cz,2,False,channel,en,en,1.0,519,67,66,0,291,3427,19
patriotfrontsightings,cz,2,False,channel,en,en,1.0,45,41,41,0,1127,5868,17
patriotfrontupdates,cz,2,False,channel,en,en,1.0,322,90,89,53,3517,14630,19
patriotsonlywesternconservative,cz,2,False,channel,en,en,0.986,1948,1790,1505,897,1080,6482,13
paulserranchannel,cz,2,False,empty,unknown,unknown,0.0,0,0,0,0,,4,
pavelostrovski,cz,2,False,channel,ru,ru,1.0,299,252,212,62,63889,233627,8
pavlova_maria_live,cz,2,False,channel,ru,ru,1.0,1315,1078,1058,166,5499,10611,10
peach_blossombazi,cz,1,False,channel,ru,ru,0.991,514,485,485,70,19364,66075,16
pececc,cz,2,False,channel,ru,ru,0.994,1005,889,742,270,521,5811,12
pen_alex,cz,2,False,empty,unknown,unknown,0.0,0,0,0,0,,,
pepematter,cz,2,False,channel,en,en,0.997,438,428,425,23,67963,154790,17
pereklitchka,cz,2,False,channel,ru,ru,0.982,55,45,42,42,96,198,14
permjtop,cz,2,False,channel,ru,ru,1.0,391,290,290,0,10264,49735,4
persianexpress,cz,2,False,channel,ru,ru,0.994,109,84,83,15,1191,2737,9
petrovich_forever,cz,2,False,empty,unknown,unknown,0.0,0,0,0,0,,742,
petrusv82,cz,2,False,channel,ru,ru,1.0,126,101,101,7,8266,8680,10
petya_perviy,cz,2,False,channel,ru,ru,0.991,2463,1981,1936,6,56627,235677,8
philologist_zov,cz,2,False,channel,ru,ru,1.0,29,29,29,0,6402,60195,17
philosonya,cz,2,False,channel,ru,ru,0.985,64,44,43,25,530,464,16
pilainfo,cz,2,False,channel,ru,ru,1.0,349,288,284,97,1399,4442,17
pinochet_echo,cz,2,False,channel,ru,ru,0.989,92,70,69,42,883,1402,19
pisaninna,cz,2,False,channel,ru,ru,0.991,581,548,538,154,111,728,15
piskorski,cz,2,False,channel,pl,ru,1.0,36,34,34,1,1272,1228,12
piterlive_vs,cz,2,False,channel,ru,ru,1.0,225,191,186,185,332,1069,12
planalto_central,cz,2,False,channel,ru,ru,1.0,44,43,41,8,222,764,18
plandemik1984,cz,2,False,channel,en,en,0.97,257,255,246,40,944,5355,0
platonova153,cz,2,False,channel,ru,ru,1.0,294,235,183,229,298,1267,14
plnpskov,cz,2,False,channel,ru,ru,1.0,987,807,789,190,2403,20791,7
pmcum,cz,2,False,channel,ru,ru,1.0,64,56,51,14,7997,3930,23
pnv_dozor_bot,cz,2,False,empty,unknown,unknown,0.0,0,0,0,0,,,
pobeda75,cz,2,False,channel,ru,ru,1.0,272,260,251,0,969,8647,11
poder360,cz,2,False,channel,pt,pt,0.992,605,605,605,0,969,12621,16
podled,cz,2,False,channel,ru,ru,0.988,193,176,171,0,11142,33653,15
pointnews,cz,2,False,channel,ru,ru,1.0,1290,1131,1130,0,8280,59467,9
pokrov_zov_omsk,cz,2,False,group,ru,ru,0.984,1174,1158,834,43,24342,366,13
